Id,Income,Age,Experience,Marital_Status,House_Ownership,Car_Ownership,Profession,CITY,STATE,CURRENT_JOB_YRS,CURRENT_HOUSE_YRS,Risk_Flag
148145,4871820,37,12,single,rented,no,Web_designer,Tiruppur,Tamil_Nadu,10,10,0
25235,9400836,58,5,single,rented,yes,Consultant,Bulandshahr,Uttar_Pradesh,5,13,0
18912,2729670,23,10,single,rented,no,Army_officer,Secunderabad,Telangana,10,13,0
151197,2247878,42,17,single,rented,no,Chemical_engineer,Raurkela_Industrial_Township,Odisha,4,12,0
157231,9241049,41,8,single,rented,yes,Economist,Nanded,Maharashtra,6,13,0
61858,1295939,43,6,single,rented,yes,Drafter,Alwar,Rajasthan,6,14,0
201760,2250273,42,16,single,rented,yes,Web_designer,Coimbatore,Tamil_Nadu,8,11,0
197503,1380488,37,0,single,rented,yes,Web_designer,Barasat,West_Bengal,0,13,0
218763,3038108,31,15,single,owned,no,Analyst,South_Dumdum,West_Bengal,6,12,0
104111,6580482,48,11,single,rented,no,Chartered_Accountant,Anand,Gujarat,7,10,0
150434,2557545,21,13,single,rented,yes,Web_designer,Sangli-Miraj_&_Kupwad,Maharashtra,6,14,0
100289,1131868,46,10,single,rented,no,Geologist,Hazaribagh,Jharkhand,10,12,0
197055,7321831,46,8,single,rented,no,Technician,Lucknow,Uttar_Pradesh,6,11,0
132037,3062422,78,8,single,rented,no,Fashion_Designer,Muzaffarnagar,Uttar_Pradesh,8,14,0
189722,5643939,76,11,single,rented,yes,Secretary,Nellore[14][15],Andhra_Pradesh,3,11,0
95272,6035175,63,10,single,owned,yes,Architect,Satara,Maharashtra,8,13,0
4275,6830726,29,20,married,rented,yes,Secretary,Rajkot,Gujarat,3,14,0
19932,1199413,63,0,single,owned,no,Software_Developer,Hospet,Karnataka,0,14,0
92878,3468270,68,12,single,norent_noown,yes,Dentist,Rourkela,Odisha,6,14,0
192744,1737580,39,0,married,rented,no,Flight_attendant,Jamshedpur,Jharkhand,0,13,0
214003,1398424,72,4,single,rented,no,Scientist,Alwar,Rajasthan,4,12,0
103531,5128999,53,12,single,rented,no,Designer,Tezpur,Assam,12,10,0
232389,7427147,54,13,single,owned,no,Chef,Erode[17],Tamil_Nadu,7,13,1
127305,1902407,68,11,single,rented,no,Design_Engineer,Bathinda,Punjab,11,10,0
234869,1772026,63,1,single,rented,no,Civil_servant,Alwar,Rajasthan,1,14,0
174998,9275320,28,12,single,rented,no,Civil_engineer,Bhiwandi,Maharashtra,3,13,1
200136,6952653,40,6,single,rented,no,Fashion_Designer,Sambalpur,Odisha,6,14,0
10342,4217767,28,4,single,rented,yes,Statistician,Udaipur,Rajasthan,4,13,0
81632,222070,21,19,single,rented,no,Biomedical_Engineer,Munger,Bihar,14,13,0
211812,5763958,63,7,married,rented,no,Chemical_engineer,Ambarnath,Maharashtra,7,12,0
197841,4850136,35,17,single,rented,yes,Army_officer,Barasat,West_Bengal,7,14,0
241414,1852691,49,12,single,rented,no,Surveyor,Ludhiana,Punjab,12,10,0
158894,8783890,34,9,single,rented,no,Consultant,Karimnagar,Telangana,4,13,0
82796,5776771,54,19,single,rented,no,Dentist,Davanagere,Karnataka,3,14,0
48689,5681211,79,18,single,rented,no,Web_designer,Ozhukarai,Puducherry,8,10,0
173665,726110,68,18,single,norent_noown,yes,Software_Developer,Medininagar,Jharkhand,10,13,0
171729,5278110,45,10,single,rented,yes,Computer_operator,Siliguri,West_Bengal,8,10,0
215314,7071857,24,10,married,rented,no,Dentist,Bhilai,Chhattisgarh,3,13,1
223407,8278937,70,15,single,rented,no,Analyst,Bidhannagar,West_Bengal,3,10,0
25991,5957090,48,18,married,rented,yes,Economist,Hubliâ€“Dharwad,Karnataka,3,12,0
40020,796965,39,19,single,rented,no,Technical_writer,Pali,Rajasthan,11,12,0
157094,129457,74,2,single,owned,yes,Air_traffic_controller,Gangtok,Sikkim,2,10,0
132908,6831818,21,0,single,rented,no,Technician,Belgaum,Karnataka,0,13,0
251701,1267453,60,7,single,rented,no,Chef,Chinsurah,West_Bengal,7,11,0
73529,6859181,37,6,married,rented,no,Chemical_engineer,Durgapur,West_Bengal,3,14,0
161575,1579873,35,17,single,rented,no,Technician,Buxar[37],Bihar,12,11,0
150991,1067814,67,9,married,rented,no,Chartered_Accountant,Mira-Bhayandar,Maharashtra,9,10,0
30352,8011600,66,7,single,rented,no,Statistician,Vellore,Tamil_Nadu,6,12,0
39542,6142261,44,17,single,rented,yes,Surgeon,Tirupati[21][22],Andhra_Pradesh,5,13,0
19140,7312632,53,8,single,rented,no,Consultant,Korba,Chhattisgarh,8,12,0
78409,1020342,37,14,single,rented,no,Official,Bhiwani,Haryana,9,11,0
8080,2309585,31,7,married,rented,no,Surveyor,Mirzapur,Uttar_Pradesh,7,10,0
60058,3741722,38,19,single,rented,no,Computer_hardware_engineer,Salem,Tamil_Nadu,10,13,0
126254,5839084,35,20,single,rented,yes,Secretary,Jamshedpur,Jharkhand,10,10,0
53341,6776301,26,17,married,rented,no,Biomedical_Engineer,Buxar[37],Bihar,11,13,0
58087,8257194,48,8,single,rented,no,Official,Panipat,Haryana,8,10,0
42111,1969961,51,9,married,rented,yes,Dentist,Amritsar,Punjab,9,12,0
86915,976533,48,2,single,rented,no,Statistician,Bardhaman,West_Bengal,2,10,1
119274,133954,27,15,single,rented,no,Software_Developer,Sambhal,Uttar_Pradesh,11,13,0
54069,7889777,35,15,single,rented,no,Physician,Ramgarh,Jharkhand,13,10,0
207320,3130971,43,16,single,rented,yes,Aviator,Chennai,Tamil_Nadu,13,11,1
205652,7891663,64,6,single,rented,no,Politician,Akola,Maharashtra,6,10,0
134730,9768584,52,14,married,rented,yes,Magistrate,Barasat,West_Bengal,11,10,0
197494,7461869,51,10,single,rented,yes,Industrial_Engineer,Jamnagar,Gujarat,10,10,0
240730,8464963,65,1,single,rented,no,Designer,Hubliâ€“Dharwad,Karnataka,1,13,0
202219,1185318,40,3,single,rented,no,Secretary,Khammam,Telangana,3,10,0
74345,9086314,74,1,single,rented,no,Police_officer,Davanagere,Karnataka,1,12,1
156880,1672431,45,8,single,rented,no,Drafter,Jalandhar,Punjab,8,14,0
243190,4242225,61,18,single,rented,no,Designer,Pondicherry,Puducherry,6,10,0
33044,1405890,34,2,single,owned,no,Graphic_Designer,"Khora,_Ghaziabad",Uttar_Pradesh,2,12,0
119886,9224297,69,19,married,owned,yes,Designer,Bahraich,Uttar_Pradesh,11,14,0
70662,4070923,23,6,single,rented,yes,Economist,Aligarh,Uttar_Pradesh,6,11,0
214743,6516647,57,5,single,rented,yes,Psychologist,Tirunelveli,Tamil_Nadu,5,12,0
205544,8867807,63,0,single,rented,yes,Scientist,Machilipatnam,Andhra_Pradesh,0,11,0
61546,4189025,66,15,single,rented,no,Artist,Medininagar,Jharkhand,12,14,0
28417,1678997,47,20,single,rented,no,Civil_engineer,Uluberia,West_Bengal,12,13,0
1061,4559022,63,5,single,rented,yes,Surveyor,Udaipur,Rajasthan,5,11,1
109299,1857595,26,19,single,rented,no,Surgeon,Sikar,Rajasthan,12,13,1
117122,6614108,41,4,single,owned,yes,Surgeon,Naihati,West_Bengal,4,14,0
236294,3286378,57,7,single,rented,yes,Artist,Singrauli,Madhya_Pradesh,7,10,1
32432,8288147,32,20,single,rented,no,Financial_Analyst,Gandhinagar,Gujarat,3,13,0
124723,1902583,21,2,single,rented,no,Lawyer,Tiruchirappalli[10],Tamil_Nadu,2,11,0
177632,1072487,27,7,single,rented,no,Librarian,Latur,Maharashtra,7,11,0
126832,8589490,32,10,single,rented,no,Statistician,Amravati,Maharashtra,10,10,0
97212,1213131,67,8,single,rented,no,Psychologist,Agartala,Tripura,8,11,0
53492,7827983,59,18,single,rented,no,Biomedical_Engineer,Sonipat,Haryana,12,12,1
246169,1624113,75,4,married,rented,no,Surgeon,Hyderabad,Telangana,3,12,0
184451,1356494,68,5,single,rented,no,Politician,Madhyamgram,West_Bengal,5,12,0
134346,6666406,79,4,single,rented,no,Graphic_Designer,Rohtak,Haryana,4,12,0
47980,7071461,48,10,single,owned,no,Geologist,Miryalaguda,Telangana,4,12,0
88034,975686,37,12,single,rented,no,Hotel_Manager,Ballia,Uttar_Pradesh,12,13,0
72150,4373442,46,1,single,rented,no,Police_officer,Alappuzha,Kerala,1,10,0
106734,2588052,79,14,single,rented,no,Petroleum_Engineer,Gaya,Bihar,3,13,0
219005,3665387,68,0,married,rented,yes,Analyst,Jodhpur,Rajasthan,0,13,0
162051,9226716,55,3,single,rented,no,Graphic_Designer,Aurangabad,Maharashtra,3,11,0
123372,5281427,29,7,single,rented,yes,Analyst,Gandhidham,Gujarat,3,13,0
209923,5510241,78,14,single,rented,yes,Psychologist,Patiala,Punjab,11,11,0
11029,6897815,47,14,single,rented,yes,Fashion_Designer,Ramagundam[27],Telangana,5,12,0
189898,726110,68,18,single,norent_noown,yes,Software_Developer,Medininagar,Jharkhand,10,13,0
73556,4058831,68,10,single,rented,no,Technology_specialist,Vijayawada,Andhra_Pradesh,4,10,0
36608,640220,35,11,single,rented,no,Air_traffic_controller,Mirzapur,Uttar_Pradesh,9,14,0
207700,9188759,55,2,single,rented,no,Financial_Analyst,Nangloi_Jat,Delhi,2,11,0
55168,7261695,72,7,single,rented,no,Lawyer,Thoothukudi,Tamil_Nadu,7,14,0
2092,8524690,38,7,single,rented,yes,Consultant,Jodhpur,Rajasthan,7,12,0
247267,620940,23,9,single,rented,no,Statistician,Orai,Uttar_Pradesh,7,14,0
180253,6036833,25,11,single,rented,no,Chemical_engineer,Bhusawal,Maharashtra,11,12,0
37114,5502824,54,16,single,rented,yes,Civil_servant,Muzaffarnagar,Uttar_Pradesh,12,10,1
207698,2165988,58,14,single,owned,no,Statistician,Shimoga,Karnataka,6,13,0
239267,9861394,44,19,single,rented,yes,Chemical_engineer,Gaya,Bihar,8,10,0
193205,8797493,55,15,single,rented,no,Technology_specialist,Coimbatore,Tamil_Nadu,12,13,0
133109,7457920,40,2,single,owned,no,Technical_writer,Tiruvottiyur,Tamil_Nadu,2,13,0
57329,5388842,79,4,single,rented,no,Official,Satna,Madhya_Pradesh,4,12,0
62940,7577101,38,12,single,rented,no,Flight_attendant,Kalyan-Dombivli,Maharashtra,10,13,0
232753,3135264,42,8,married,rented,yes,Hotel_Manager,Kanpur,Uttar_Pradesh,5,13,0
136042,6258651,24,18,single,rented,no,Surveyor,Orai,Uttar_Pradesh,4,11,0
50785,2147176,45,5,single,owned,no,Lawyer,New_Delhi,Delhi,5,14,0
180239,228131,30,5,single,rented,no,Technician,Kakinada,Andhra_Pradesh,5,12,1
141425,9978516,51,5,single,rented,no,Statistician,Purnia[26],Bihar,5,14,0
5560,347930,64,5,single,rented,no,Politician,Proddatur,Andhra_Pradesh,5,12,0
185522,9840316,24,13,single,rented,no,Artist,Raipur,Chhattisgarh,4,11,0
151163,8739032,55,3,married,rented,no,Politician,Aurangabad[39],Bihar,3,14,0
856,1746647,69,2,single,rented,yes,Secretary,Jabalpur,Madhya_Pradesh,2,13,0
34131,3773977,69,13,single,rented,no,Analyst,Davanagere,Karnataka,7,13,0
181183,9599976,59,15,single,rented,no,Computer_operator,Bhiwandi,Maharashtra,3,10,0
51240,4476997,27,15,single,rented,no,Magistrate,Saharsa[29],Bihar,7,13,1
119079,1818927,69,8,single,rented,no,Technical_writer,Mirzapur,Uttar_Pradesh,8,13,0
155702,5830306,68,16,married,rented,no,Analyst,Visakhapatnam[4],Andhra_Pradesh,7,10,0
48601,575463,60,12,single,rented,yes,Firefighter,Gandhinagar,Gujarat,11,13,0
241280,5009423,29,5,single,rented,yes,Civil_engineer,Chennai,Tamil_Nadu,4,10,0
251626,5251597,34,11,single,rented,no,Web_designer,Bhusawal,Maharashtra,3,14,0
40315,1892122,78,10,single,rented,no,Civil_servant,Tezpur,Assam,6,11,0
131808,4728760,38,6,single,rented,no,Aviator,Eluru[25],Andhra_Pradesh,3,12,0
118051,6810041,76,3,single,rented,no,Firefighter,Jaunpur,Uttar_Pradesh,3,14,0
113039,8757398,31,6,single,rented,yes,Scientist,Raebareli,Uttar_Pradesh,6,14,0
147437,5830250,24,15,single,rented,yes,Web_designer,Haridwar,Uttarakhand,9,11,0
20029,7083559,52,10,single,rented,no,Computer_operator,Bathinda,Punjab,5,13,0
199806,3217258,23,12,single,rented,yes,Petroleum_Engineer,Hospet,Karnataka,8,10,0
171792,7723951,35,8,married,rented,no,Architect,Vasai-Virar,Maharashtra,7,14,0
62040,5705605,28,5,single,rented,yes,Hotel_Manager,Pondicherry,Puducherry,5,11,0
140940,5885687,39,20,single,rented,no,Computer_hardware_engineer,Silchar,Assam,3,13,0
227971,1557701,32,12,single,rented,no,Computer_hardware_engineer,"Khora,_Ghaziabad",Uttar_Pradesh,12,12,0
40631,6865993,48,19,single,rented,no,Microbiologist,Surendranagar_Dudhrej,Gujarat,8,13,0
74163,3663764,40,0,single,rented,no,Consultant,Avadi,Tamil_Nadu,0,10,0
149072,7479878,55,8,married,rented,no,Analyst,Allahabad,Uttar_Pradesh[5],8,14,0
92147,5902944,26,4,single,rented,no,Computer_hardware_engineer,Gangtok,Sikkim,4,14,0
65177,8160444,30,19,single,rented,no,Aviator,Korba,Chhattisgarh,10,12,0
59180,2158013,21,6,single,owned,yes,Firefighter,Thanjavur,Tamil_Nadu,6,10,1
4972,4927179,44,14,married,rented,yes,Drafter,New_Delhi,Delhi,11,13,0
138399,8407932,26,14,single,rented,yes,Magistrate,Vijayawada,Andhra_Pradesh,6,11,0
25342,900174,61,17,single,rented,no,Chemical_engineer,Kurnool[18],Andhra_Pradesh,13,14,0
101328,9787696,69,5,single,rented,yes,Industrial_Engineer,Aligarh,Uttar_Pradesh,5,12,0
8025,8171200,22,15,single,rented,no,Surgeon,Korba,Chhattisgarh,9,12,0
247971,5955426,70,3,single,rented,no,Architect,Kamarhati,West_Bengal,3,14,0
229057,1079200,77,12,married,norent_noown,no,Dentist,Pudukkottai,Tamil_Nadu,11,10,0
188472,7545693,50,14,single,rented,no,Engineer,Srinagar,Jammu_and_Kashmir,4,14,0
181981,5997509,42,1,single,rented,no,Army_officer,Imphal,Manipur,1,13,1
2159,5300443,71,8,single,rented,yes,Politician,Bulandshahr,Uttar_Pradesh,7,13,1
151660,8370021,40,5,single,rented,no,Technical_writer,Gulbarga,Karnataka,5,14,0
89709,4479372,22,14,single,rented,no,Architect,Rajpur_Sonarpur,West_Bengal,5,13,0
226216,8437335,49,12,single,rented,no,Librarian,Akola,Maharashtra,12,13,0
136999,510912,32,5,single,rented,yes,Physician,Mango,Jharkhand,5,12,0
130260,9500602,70,16,single,rented,no,Firefighter,Rampur,Uttar_Pradesh,14,13,0
44772,6036428,34,7,single,rented,yes,Flight_attendant,Uluberia,West_Bengal,6,10,1
235742,2587372,38,14,single,rented,yes,Aviator,Srikakulam,Andhra_Pradesh,12,11,0
33620,7716276,50,16,single,rented,no,Army_officer,Bhusawal,Maharashtra,13,12,1
124247,9822116,27,12,single,rented,no,Artist,Haridwar,Uttarakhand,12,13,0
117031,5465826,73,18,single,rented,no,Official,Gandhidham,Gujarat,3,12,0
99112,9624827,58,20,single,rented,no,Industrial_Engineer,Ahmedabad,Gujarat,9,12,0
143933,5952371,67,16,single,rented,yes,Technician,Jorhat,Assam,3,14,1
230890,8682982,50,3,single,rented,no,Air_traffic_controller,Agra,Uttar_Pradesh,3,14,0
53990,8773158,58,18,single,rented,yes,Firefighter,Serampore,West_Bengal,5,13,0
197778,7509022,75,7,single,rented,no,Chemical_engineer,Mau,Uttar_Pradesh,7,12,0
173484,3086136,60,9,single,rented,no,Dentist,Chandigarh_city,Chandigarh,6,13,0
49624,4709297,42,14,single,rented,yes,Designer,Kota[6],Rajasthan,6,10,0
124834,6019535,75,9,single,rented,yes,Surveyor,Nadiad,Gujarat,3,13,0
194882,5269140,26,9,single,rented,no,Graphic_Designer,Suryapet,Telangana,3,13,0
41415,169643,64,6,single,rented,no,Librarian,Uluberia,West_Bengal,4,11,0
7193,1351218,57,0,single,rented,yes,Politician,Pimpri-Chinchwad,Maharashtra,0,12,0
190825,1342169,37,16,single,rented,no,Comedian,Haridwar,Uttarakhand,8,12,0
197929,4767051,62,14,single,rented,yes,Air_traffic_controller,Jaipur,Rajasthan,13,11,0
39428,8939486,35,8,single,rented,yes,Biomedical_Engineer,Durg,Chhattisgarh,8,14,0
66102,1514602,71,6,single,rented,no,Comedian,Raichur,Karnataka,6,13,0
134535,9337591,72,16,single,rented,yes,Graphic_Designer,Siwan[32],Bihar,14,12,0
228725,881720,79,5,single,rented,no,Designer,Sikar,Rajasthan,4,10,0
206185,6907195,55,5,single,owned,no,Police_officer,Dharmavaram,Andhra_Pradesh,3,10,0
134969,8964846,23,12,single,rented,no,Architect,Karimnagar,Telangana,5,13,0
232949,9553683,35,3,single,rented,no,Analyst,Howrah,West_Bengal,3,14,0
10089,4016515,56,13,married,rented,no,Artist,Shivpuri,Madhya_Pradesh,6,13,1
49106,5885687,39,20,single,rented,no,Computer_hardware_engineer,Silchar,Assam,3,13,0
604,2737514,58,14,single,rented,no,Technician,Visakhapatnam[4],Andhra_Pradesh,13,10,0
177987,661426,64,7,single,rented,no,Magistrate,Guna,Madhya_Pradesh,7,13,0
207368,9417795,46,8,single,owned,no,Technology_specialist,Akola,Maharashtra,8,11,0
206748,9976619,71,5,single,rented,no,Artist,New_Delhi,Delhi,4,12,0
250554,2335896,72,10,single,rented,no,Politician,Burhanpur,Madhya_Pradesh,3,11,0
158103,3304937,63,19,single,rented,yes,Fashion_Designer,Ghaziabad,Uttar_Pradesh,14,13,0
205752,1139981,60,12,single,rented,no,Civil_engineer,Ambattur,Tamil_Nadu,12,12,1
49779,5636495,57,17,single,rented,no,Comedian,Adoni,Andhra_Pradesh,10,12,0
101188,894168,26,20,single,rented,yes,Hotel_Manager,Nashik,Maharashtra,14,14,0
65723,2740278,65,4,single,rented,no,Civil_engineer,Thane,Maharashtra,4,10,0
205008,6198507,28,14,single,rented,no,Civil_engineer,Surendranagar_Dudhrej,Gujarat,12,13,0
97534,5817501,61,2,single,norent_noown,no,Hotel_Manager,Gangtok,Sikkim,2,10,0
210739,4991059,39,11,single,rented,no,Magistrate,Jhansi,Uttar_Pradesh,11,14,0
105554,794175,52,1,single,rented,no,Aviator,Nanded,Maharashtra,1,12,0
146025,2452563,75,3,single,rented,no,Hotel_Manager,Kulti,West_Bengal,3,12,0
8118,7779778,27,11,single,rented,no,Engineer,Rohtak,Haryana,8,12,0
212755,9623591,49,8,single,owned,no,Artist,Singrauli,Madhya_Pradesh,8,14,0
176436,9620139,48,15,married,norent_noown,yes,Petroleum_Engineer,Kanpur,Uttar_Pradesh,14,13,0
48234,2428943,34,18,single,rented,no,Statistician,Alappuzha,Kerala,10,14,0
87778,9645128,26,2,single,rented,no,Artist,Kavali,Andhra_Pradesh,2,11,1
58132,8463555,69,12,single,rented,no,Technician,Bulandshahr,Uttar_Pradesh,12,12,0
27106,2603179,39,20,single,rented,yes,Politician,Siwan[32],Bihar,13,11,0
208425,5347851,73,18,single,rented,no,Dentist,Jammu[16],Jammu_and_Kashmir,8,10,0
183789,2436026,50,4,single,rented,yes,Lawyer,Karimnagar,Telangana,4,10,0
41094,9664401,25,9,single,rented,no,Surgeon,Howrah,West_Bengal,6,14,0
150017,6350000,23,4,single,rented,no,Web_designer,Madurai,Tamil_Nadu,4,12,0
214588,5360213,64,12,single,rented,yes,Chartered_Accountant,Siwan[32],Bihar,4,14,0
43035,3326988,42,7,single,rented,no,Chartered_Accountant,Anand,Gujarat,7,14,1
122502,4544686,62,8,single,norent_noown,no,Graphic_Designer,Jamnagar,Gujarat,5,13,1
61263,8026612,38,13,single,rented,yes,Psychologist,Patna,Bihar,9,11,0
168791,407393,73,16,single,rented,no,Chemical_engineer,Tezpur,Assam,10,12,0
66383,7210569,54,17,single,rented,no,Engineer,Aizawl,Mizoram,10,11,1
36966,8898404,23,5,single,rented,no,Aviator,Chapra,Bihar,5,12,0
166432,3364364,61,10,single,rented,no,Software_Developer,Kumbakonam,Tamil_Nadu,4,11,0
21527,3954973,58,14,married,rented,no,Librarian,Tiruppur,Tamil_Nadu,8,12,0
99852,5978301,73,7,single,rented,yes,Aviator,Bhusawal,Maharashtra,7,11,0
57696,728115,49,7,single,rented,no,Economist,Siliguri,West_Bengal,7,11,0
52230,5823961,75,8,single,rented,no,Microbiologist,Warangal[11][12],Telangana,7,12,0
154069,4089728,22,18,single,rented,no,Scientist,Bulandshahr,Uttar_Pradesh,8,14,0
241510,1100840,47,1,single,rented,yes,Technical_writer,Anand,Gujarat,1,11,0
225322,1269946,28,10,single,rented,no,Designer,Pudukkottai,Tamil_Nadu,6,10,0
121372,6809745,74,0,single,rented,yes,Technical_writer,Lucknow,Uttar_Pradesh,0,13,0
22654,8259419,36,12,single,rented,yes,Police_officer,Berhampur,Odisha,5,14,0
106446,8187477,50,20,single,rented,no,Scientist,Hajipur[31],Bihar,7,14,0
98308,2493344,37,7,single,rented,yes,Consultant,Fatehpur,Uttar_Pradesh,6,12,0
106700,8248454,64,8,single,rented,no,Psychologist,Vellore,Tamil_Nadu,8,14,0
188967,6256451,41,2,single,rented,yes,Software_Developer,Bhubaneswar,Odisha,2,12,0
151823,6029688,76,16,single,owned,yes,Computer_operator,Indore,Madhya_Pradesh,14,13,0
108303,4706227,76,6,single,rented,yes,Technical_writer,Haridwar,Uttarakhand,6,14,0
242313,6828959,26,11,single,rented,no,Civil_servant,Mira-Bhayandar,Maharashtra,11,13,0
181603,5204762,74,16,single,rented,no,Hotel_Manager,Ichalkaranji,Maharashtra,6,11,0
218723,9723298,69,4,single,rented,no,Surveyor,Muzaffarnagar,Uttar_Pradesh,4,12,0
47138,9482759,67,19,single,rented,no,Psychologist,Kulti,West_Bengal,12,12,1
94925,5157518,23,6,single,rented,no,Engineer,Thane,Maharashtra,6,14,0
78521,450688,72,7,single,rented,no,Petroleum_Engineer,Hajipur[31],Bihar,7,14,0
194805,8633347,27,4,single,rented,no,Microbiologist,Aizawl,Mizoram,4,14,0
37679,315321,68,3,single,owned,no,Biomedical_Engineer,Aurangabad,Maharashtra,3,13,0
219560,8296509,67,5,single,rented,no,Librarian,Chittoor[28],Andhra_Pradesh,3,14,0
222174,6968546,41,5,single,rented,no,Librarian,Bellary,Karnataka,5,10,0
8698,8280318,60,5,single,rented,no,Software_Developer,South_Dumdum,West_Bengal,5,11,0
143291,3994234,72,18,single,rented,no,Surgeon,Thanjavur,Tamil_Nadu,4,13,1
113887,1609239,47,3,single,rented,no,Flight_attendant,Tumkur,Karnataka,3,14,0
26664,1697857,27,16,single,rented,no,Chemical_engineer,Moradabad,Uttar_Pradesh,14,10,0
161670,4416947,30,19,single,rented,yes,Air_traffic_controller,Bokaro,Jharkhand,9,13,0
214902,1503033,72,19,married,rented,no,Software_Developer,Ghaziabad,Uttar_Pradesh,3,12,0
59028,2814087,43,16,single,rented,yes,Analyst,Gorakhpur,Uttar_Pradesh,4,13,0
149175,8996000,75,14,single,rented,yes,Air_traffic_controller,Srinagar,Jammu_and_Kashmir,9,11,0
174960,3696953,30,17,single,rented,no,Web_designer,Allahabad,Uttar_Pradesh[5],4,11,0
151049,8997552,58,8,single,norent_noown,no,Civil_servant,Jehanabad[38],Bihar,5,11,0
134228,4406338,78,17,single,rented,no,Fashion_Designer,Vadodara,Gujarat,10,10,0
136112,329515,50,10,single,rented,no,Computer_hardware_engineer,Dharmavaram,Andhra_Pradesh,4,11,0
156462,9978110,22,8,single,rented,yes,Designer,Bikaner,Rajasthan,5,11,0
63042,7007572,24,2,single,rented,no,Comedian,Thiruvananthapuram,Kerala,2,13,0
228218,3126568,40,17,single,rented,no,Technology_specialist,Arrah,Bihar,5,10,1
190259,8097859,46,10,single,rented,no,Technology_specialist,Mau,Uttar_Pradesh,10,10,0
203335,8644057,70,6,single,rented,no,Hotel_Manager,Udupi,Karnataka,5,10,0
192953,7793212,27,19,single,rented,no,Surgeon,Rajpur_Sonarpur,West_Bengal,13,11,0
198678,4657522,59,9,single,owned,no,Artist,New_Delhi,Delhi,4,13,0
176038,4448630,39,3,single,rented,no,Physician,Katihar,Bihar,3,14,0
60769,6387025,34,20,single,rented,no,Design_Engineer,Kanpur,Uttar_Pradesh,9,11,0
160404,4038904,25,6,single,rented,yes,Architect,Siliguri,West_Bengal,6,12,0
107121,9335602,49,17,single,rented,no,Air_traffic_controller,Bhopal,Madhya_Pradesh,8,11,0
71363,6432147,64,7,single,rented,no,Civil_servant,New_Delhi,Delhi,7,10,0
101317,7165028,50,17,single,rented,no,Chemical_engineer,Kirari_Suleman_Nagar,Delhi,14,13,0
242797,6006179,55,15,single,rented,no,Drafter,Bellary,Karnataka,10,10,1
244840,7785221,30,13,married,rented,no,Psychologist,Bharatpur,Rajasthan,5,14,0
657,8823581,27,15,single,rented,no,Police_officer,Satna,Madhya_Pradesh,10,12,0
214158,3780397,28,18,single,rented,yes,Web_designer,Amaravati,Andhra_Pradesh,8,12,0
228756,9628294,34,2,single,rented,no,Psychologist,Mau,Uttar_Pradesh,2,13,1
183940,7914034,23,2,single,rented,no,Chef,Gulbarga,Karnataka,2,10,1
88102,2582744,30,10,single,rented,no,Design_Engineer,Burhanpur,Madhya_Pradesh,10,12,0
196203,1318865,73,5,single,owned,no,Design_Engineer,Katihar,Bihar,5,13,0
126074,8929282,36,19,single,rented,no,Computer_hardware_engineer,Mumbai,Maharashtra,3,12,0
166137,389508,49,0,single,rented,yes,Statistician,Silchar,Assam,0,12,0
88756,9932138,45,19,single,rented,no,Official,Vijayawada,Andhra_Pradesh,9,14,0
214674,7364088,74,5,single,rented,no,Technical_writer,Imphal,Manipur,5,11,1
102380,8639811,68,18,single,rented,no,Hotel_Manager,Rajkot,Gujarat,7,10,0
119141,7702379,76,6,single,rented,no,Biomedical_Engineer,Vasai-Virar,Maharashtra,6,10,0
111314,429827,35,2,single,rented,no,Consultant,Silchar,Assam,2,14,1
214906,6572051,28,14,single,rented,no,Drafter,Guntur[13],Andhra_Pradesh,9,11,0
36346,3831317,48,6,single,rented,no,Computer_hardware_engineer,Jaunpur,Uttar_Pradesh,6,13,0
159070,6959274,61,10,single,rented,no,Aviator,Jamshedpur,Jharkhand,10,10,0
18523,859890,30,2,single,rented,yes,Mechanical_engineer,Bhavnagar,Gujarat,2,11,0
52199,8344782,77,16,single,rented,no,Scientist,Rohtak,Haryana,12,10,0
83927,2143466,51,15,single,rented,yes,Design_Engineer,Baranagar,West_Bengal,6,13,0
187449,9222946,69,19,single,rented,no,Aviator,Sasaram[30],Bihar,3,12,0
18414,8720778,74,13,single,rented,yes,Petroleum_Engineer,Sambalpur,Odisha,13,10,0
160396,6581560,50,13,single,rented,no,Air_traffic_controller,Kollam,Kerala,7,12,0
116221,8293745,60,12,married,rented,no,Designer,Dhule,Maharashtra,12,10,0
96873,6062192,21,9,married,rented,no,Technology_specialist,Rajkot,Gujarat,7,13,0
248583,8887985,75,14,single,rented,no,Civil_servant,Kishanganj[35],Bihar,4,11,0
76095,2207248,49,19,single,rented,yes,Design_Engineer,Raipur,Chhattisgarh,3,12,0
63294,9205302,77,13,single,rented,yes,Microbiologist,Deoghar,Jharkhand,11,13,1
132132,182326,27,12,single,rented,yes,Industrial_Engineer,Loni,Uttar_Pradesh,4,14,0
54321,8190070,61,9,single,rented,yes,Mechanical_engineer,Bareilly,Uttar_Pradesh,3,12,0
43651,5915580,68,20,single,rented,no,Hotel_Manager,Buxar[37],Bihar,7,10,1
154752,4638141,59,18,married,rented,no,Chef,Bahraich,Uttar_Pradesh,3,12,0
32271,7924077,54,14,single,rented,yes,Financial_Analyst,Purnia[26],Bihar,13,11,0
